source,target,weight
0,1,0.2677585883757373
0,3,0.365653228486144
0,4,0.17995547768045309
0,5,0.19154455051026453
0,8,0.14347986432336557
0,9,0.491890334573424
0,12,0.6495131455308573
0,17,0.30797647112573284
0,18,0.10282824191789332
0,19,0.12489983152226375
0,20,0.33279164990881266
0,21,0.11177803597664572
0,22,0.20148412304016794
0,26,0.14121580034526898
0,27,0.26188837804424037
0,30,0.24180568266516203
0,31,0.34441308638898666
0,32,0.15077276647092136
0,36,0.14126588273467328
0,37,0.14671096448473536
0,38,0.25414596531962097
0,41,0.21535544547389193
0,44,0.3278767971328898
0,47,0.23701398156168607
0,48,0.1304094457215047
0,49,0.14844575215925448
0,51,0.16478603270078745
0,54,0.3038221361788968
0,56,0.3169941574706928
0,59,0.22762810365387282
0,61,0.1181992786445955
0,63,0.1161868039539392
0,64,0.1979408182567399
0,67,0.43513164797342085
0,70,0.39425635854053837
0,71,0.2395120668480952
0,72,0.2206778333788365
0,73,0.18557812569111953
0,74,0.1812788043025846
0,75,0.2866639549322264
0,76,0.197426654011053
0,78,0.11860616122130886
0,80,0.573023628439531
0,83,0.24268594405831798
0,88,0.13527367883593477
0,89,0.5215989661293327
0,93,0.342501323516407
0,94,0.1280038596305292
0,95,0.2853694037095821
0,96,0.10451930546538775
0,97,0.10432769853083028
0,99,0.27150843729143453
0,102,0.3337523804654414
0,104,0.17825727109629688
0,105,0.4059875759775359
0,107,0.27424747693653106
0,109,0.1200237092221358
0,110,0.1293539078543707
0,112,0.20257969067070244
0,113,0.14231261341505969
0,115,0.5745519133083149
0,117,0.1049022910180662
0,118,0.18943716580462464
0,119,0.13583978684614925
0,121,0.12717405355507086
0,124,0.20960700719236328
0,125,0.2370606405640299
0,126,0.16152476845156477
0,127,0.1879678031210068
0,131,0.4871640540061872
0,135,0.11022706809000672
0,137,0.2697131037381978
0,138,0.3086235264129486
0,139,0.3922515325509494
0,141,0.18159953286922975
0,142,0.22667452514095685
0,144,0.21423186498239946
0,145,0.15434718835314853
0,147,0.3015705600442999
0,148,0.31966679379516
0,149,0.1191009054452862
0,150,0.10232918790449387
0,151,0.39900304633824557
0,159,0.11340362637435826
0,162,0.18353101919250692
0,163,0.16414287055981588
0,164,0.319675777931369
0,165,0.28388105913690814
0,171,0.3892600442822772
0,172,0.5418019659580656
0,179,0.2039579326799274
0,180,0.14063790961294956
0,181,0.16810108137476346
0,182,0.10206233267394815
0,183,0.15836085008288148
0,184,0.4119571965968123
0,188,0.3245536656917818
0,190,0.3347256241841202
0,193,0.24153927532276842
0,194,0.11096717317908471
0,197,0.23571023132523153
1,3,0.2647151904329098
1,4,0.32169747968714
1,12,0.3513450171693633
1,16,0.10999694360003645
1,17,0.8787375946888938
1,20,0.2986160792823807
1,22,0.11206565313987384
1,27,0.2993957894483393
1,35,0.1687223038217116
1,38,0.1829049462868171
1,42,0.17919673044335482
1,43,0.12092268814650922
1,44,0.45984975557177554
1,46,0.229056099412982
1,48,0.10778184989511573
1,49,0.11794517185306785
1,52,0.43650048860979523
1,53,0.12881796880485663
1,56,0.5994645208432073
1,60,0.16852334440307631
1,61,0.12374272909166846
1,62,0.11542305830840315
1,63,0.13080090276729747
1,64,0.13367675833182419
1,67,0.1418754892516724
1,68,0.3991337853014977
1,73,0.14529348700716452
1,74,0.29169397282838366
1,77,0.11956036314792957
1,79,0.65786065222908
1,80,0.19362692624865718
1,83,0.3595441530973541
1,87,0.44911424506504927
1,89,0.17351416716184775
1,93,0.11168936911048243
1,95,0.4497844784169192
1,102,0.21840720571222239
1,103,0.558702141749811
1,104,0.17518511524527577
1,106,0.24827196379168523
1,107,0.2281177930986438
1,112,0.3718825370841608
1,113,0.1054076645262177
1,115,0.10334374449340235
1,120,0.28406421569565987
1,125,0.21324587000495948
1,129,0.11361169653483447
1,130,0.18944708386108722
1,134,0.17257581153158505
1,136,0.2905762135522955
1,137,0.2561200871587452
1,138,0.10837633457203534
1,140,0.306989443897291
1,144,0.1263844188097351
1,145,0.5943779932734593
1,148,0.17747111772995386
1,150,0.17046748558075575
1,151,0.1676433844106626
1,154,0.10818928916499486
1,157,0.14001359122983156
1,161,0.2727076488764238
1,162,0.12273483989591455
1,164,0.3201418131625888
1,165,0.15898184299006812
1,168,0.35758304304417915
1,170,0.329261935064253
1,172,0.565017943794534
1,175,0.29332472650965696
1,177,0.5459954786061042
1,181,0.11832666999076569
1,183,0.11891899240684795
1,184,0.10358732936368308
1,186,0.26836885536775007
1,188,0.18794637183225477
1,189,0.19554383403001235
1,190,0.12121589071777683
1,192,0.21317387961067077
1,194,0.3015368677847739
1,197,0.13383992340645678
2,4,0.14708590170013433
2,6,0.22474061662945832
2,7,0.10446118928007204
2,9,0.15168468946961694
2,11,0.21486410892264193
2,13,0.10538016932609669
2,14,0.10443376264358742
2,15,0.10450540452927079
2,16,0.1745584931600279
2,17,0.11550099241191643
2,18,0.30026726954909405
2,20,0.12081483046983446
2,22,0.5010236335706394
2,23,0.1063110475257597
2,26,0.13455833174217008
2,27,0.12365754650253769
2,31,0.3540736031599614
2,32,0.13806522711570926
2,33,0.35858820594048013
2,38,0.12538805967789685
2,42,0.10280070838623628
2,43,0.23148965720728262
2,45,0.19619406449402998
2,48,0.10862613625466547
2,51,0.11114191065146814
2,53,0.2739564750730751
2,57,0.27777533693102313
2,58,0.1686047002487114
2,61,0.11521139457151928
2,63,0.10306974538028973
2,64,0.47979980868494393
2,65,0.45138361683594336
2,66,0.14705133384021582
2,67,0.23447281066119688
2,68,0.1682710337098923
2,69,0.10592225893978259
2,74,0.19768341957408622
2,77,0.37431453308888657
2,81,0.510983099364036
2,82,0.17623153912921147
2,83,0.11633152553245225
2,86,0.17614303564637723
2,87,0.13063726175364246
2,88,0.14987453149887905
2,92,0.1442010883364353
2,94,0.1570890372680832
2,96,0.1675722691791416
2,103,0.18740490449303662
2,105,0.2459171330707172
2,106,0.11628132903704055
2,108,0.14877139483314666
2,109,0.1273845912067933
2,110,0.2413087852011276
2,113,0.13480551095320156
2,114,0.24469752266160436
2,115,0.27619920680189275
2,116,0.1487800540954349
2,117,0.4956898841675925
2,119,0.4725507696569784
2,120,0.10362024783172236
2,121,0.29318196650355594
2,126,0.35058909677119665
2,127,0.34091286354522476
2,133,0.10453402941053104
2,135,0.6083403496740013
2,136,0.11351562235685918
2,139,0.1319569235241896
2,141,0.1859110733051337
2,142,0.18452119012717969
2,144,0.548401810521374
2,147,0.12838712120498244
2,148,0.22941720851031383
2,150,0.2509476361497913
2,151,0.2465300703006655
2,152,0.12325304582909612
2,155,0.16500693279491815
2,159,0.25249458299308225
2,160,0.12430685508243837
2,162,0.12965634662000988
2,163,0.2402113021373449
2,169,0.1424175959882886
2,170,0.14193278347488236
2,174,0.11067994579753915
2,176,0.2854680695657009
2,177,0.18084995270792137
2,178,0.19225872369899105
2,180,0.18077630829871283
2,182,0.5672377631201009
2,183,0.440727838197694
2,185,0.1110775200007785
2,186,0.11134465044420849
2,187,0.11319876608932672
2,191,0.12234111106583441
2,193,0.3035731906598816
2,197,0.4855525578983311
3,4,0.13098706944809144
3,8,0.1187016167262206
3,9,0.26609576832266807
3,10,0.10353588815930675
3,12,0.31429412578454596
3,13,0.17439661422650024
3,17,0.3113992114531555
3,18,0.16639491694028602
3,20,0.8137071043972961
3,22,0.13835031686464855
3,27,0.42496264040971404
3,30,0.14424088592244488
3,38,0.6500394140337933
3,41,0.1084754916555741
3,44,0.3819367785624017
3,45,0.23650513241471405
3,47,0.13274668072433965
3,49,0.3500996707502828
3,51,0.16365512464090842
3,53,0.256391588503778
3,54,0.13537656860388306
3,56,0.3815785276224354
3,59,0.14991003366667013
3,64,0.16021399247461077
3,65,0.10726633092549945
3,67,0.1952371798934221
3,69,0.1539204998655382
3,70,0.2802092071751936
3,72,0.11552555820725423
3,73,0.16257984717233837
3,74,0.18371473465064625
